#,BOROUGH,BLOCK,NEIGHBORHOOD,BUILDING CLASS CATEGORY,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,BUILDING CLASS AT TIME OF SALE,TAX CLASS AT TIME OF SALE,SALE PRICE
16584,4,3460,RIDGEWOOD,07 RENTALS - WALKUP APARTMENTS             ,8,0,8,2742,5600,1930,C1,2,900000
16402,4,3473,RIDGEWOOD,07 RENTALS - WALKUP APARTMENTS             ,12,0,12,2700,5670,1930,C1,2,1900000
27001,3,3515,BROWNSVILLE,07 RENTALS - WALKUP APARTMENTS             ,32,0,32,7475,21292,1930,C1,2,5500000
23202,3,3610,BROWNSVILLE,07 RENTALS - WALKUP APARTMENTS             ,16,0,16,4067,10450,1930,C1,2,2800000
27467,2,3899,PARKCHESTER,07 RENTALS - WALKUP APARTMENTS             ,41,0,41,9180,38500,1930,C1,2,6250000
23781,3,4197,EAST NEW YORK,07 RENTALS - WALKUP APARTMENTS             ,19,0,19,4350,14460,1930,C1,2,3100000
26515,3,4478,EAST NEW YORK,07 RENTALS - WALKUP APARTMENTS             ,19,0,19,6200,23280,1930,C1,2,3700000
27723,2,4655,WILLIAMSBRIDGE,07 RENTALS - WALKUP APARTMENTS             ,49,0,49,10655,42170,1930,C1,2,7200000
19341,3,4691,FLATBUSH-NORTH,07 RENTALS - WALKUP APARTMENTS             ,8,0,8,3250,7760,1930,C1,2,1250000
26058,3,4703,FLATBUSH-EAST,07 RENTALS - WALKUP APARTMENTS             ,19,0,19,5830,19840,1930,C1,2,2900000
23029,3,4704,FLATBUSH-EAST,07 RENTALS - WALKUP APARTMENTS             ,16,0,16,4000,12800,1930,C1,2,2950000
27652,3,4717,FLATBUSH-NORTH,07 RENTALS - WALKUP APARTMENTS             ,32,0,32,10000,24000,1930,C1,2,5497920
27658,3,5409,OCEAN PARKWAY-NORTH,07 RENTALS - WALKUP APARTMENTS             ,42,0,42,10000,32000,1930,C1,2,8500000
27847,3,7027,SEAGATE,07 RENTALS - WALKUP APARTMENTS             ,10,0,10,12000,5211,1930,C1,2,700000
23027,3,7562,FLATBUSH-EAST,07 RENTALS - WALKUP APARTMENTS             ,16,0,16,4000,12640,1930,C1,2,1950000
24669,4,16166,ROCKAWAY PARK,07 RENTALS - WALKUP APARTMENTS             ,9,0,9,4880,5950,1930,C1,2,600000
18958,4,1299,WOODSIDE,07 RENTALS - WALKUP APARTMENTS             ,5,0,5,3135,2480,1930,C2,2,1009645
26105,4,1429,EAST ELMHURST,07 RENTALS - WALKUP APARTMENTS             ,5,0,5,5900,3120,1930,C2,2,1155000
8049,3,2104,FORT GREENE,07 RENTALS - WALKUP APARTMENTS             ,6,0,6,2000,2960,1930,C2,2,10000
14533,3,2513,GREENPOINT,07 RENTALS - WALKUP APARTMENTS             ,6,0,6,2500,3375,1930,C2,2,1950000
14759,3,2599,GREENPOINT,07 RENTALS - WALKUP APARTMENTS             ,6,0,6,2500,6000,1930,C2,2,2200000
14655,3,2755,WILLIAMSBURG-EAST,07 RENTALS - WALKUP APARTMENTS             ,6,0,6,2500,4125,1930,C2,2,3200000
14785,2,2768,HUNTS POINT,07 RENTALS - WALKUP APARTMENTS             ,6,0,6,2500,6525,1930,C2,2,848000
19544,2,2877,HIGHBRIDGE/MORRIS HEIGHTS,07 RENTALS - WALKUP APARTMENTS             ,6,0,6,3325,4400,1930,C2,2,560000
14723,4,3429,RIDGEWOOD,07 RENTALS - WALKUP APARTMENTS             ,6,0,6,2500,4875,1930,C2,2,1700000
14718,4,3431,RIDGEWOOD,07 RENTALS - WALKUP APARTMENTS             ,6,0,6,2500,4875,1930,C2,2,147665
14708,4,3431,RIDGEWOOD,07 RENTALS - WALKUP APARTMENTS             ,6,0,6,2500,4725,1930,C2,2,1300000
12498,4,3434,RIDGEWOOD,07 RENTALS - WALKUP APARTMENTS             ,6,0,6,2450,4800,1930,C2,2,1400000
14720,4,3437,RIDGEWOOD,07 RENTALS - WALKUP APARTMENTS             ,6,0,6,2500,4875,1930,C2,2,1586943
14725,4,3437,RIDGEWOOD,07 RENTALS - WALKUP APARTMENTS             ,6,0,6,2500,4875,1930,C2,2,1480000
10679,4,3439,RIDGEWOOD,07 RENTALS - WALKUP APARTMENTS             ,6,0,6,2250,4875,1930,C2,2,1275000
10680,4,3439,RIDGEWOOD,07 RENTALS - WALKUP APARTMENTS             ,6,0,6,2250,4875,1930,C2,2,425000
16585,4,3448,RIDGEWOOD,07 RENTALS - WALKUP APARTMENTS             ,6,0,6,2742,5610,1930,C2,2,1500000
14703,4,3455,RIDGEWOOD,07 RENTALS - WALKUP APARTMENTS             ,6,0,6,2500,4650,1930,C2,2,1600000
16579,4,3457,RIDGEWOOD,07 RENTALS - WALKUP APARTMENTS             ,6,0,6,2742,5600,1930,C2,2,1600000
16694,4,3458,RIDGEWOOD,07 RENTALS - WALKUP APARTMENTS             ,6,0,6,2758,5600,1930,C2,2,111200
18995,4,3458,RIDGEWOOD,07 RENTALS - WALKUP APARTMENTS             ,6,0,6,3142,5600,1930,C2,2,1500000
16592,4,3460,RIDGEWOOD,07 RENTALS - WALKUP APARTMENTS             ,6,0,6,2744,5600,1930,C2,2,1700000
16593,4,3460,RIDGEWOOD,07 RENTALS - WALKUP APARTMENTS             ,6,0,6,2744,5600,1930,C2,2,1615000
16578,4,3461,RIDGEWOOD,07 RENTALS - WALKUP APARTMENTS             ,6,0,6,2742,5600,1930,C2,2,1512500
18508,4,3462,RIDGEWOOD,07 RENTALS - WALKUP APARTMENTS             ,6,0,6,3003,5300,1930,C2,2,1750000
16544,4,3463,RIDGEWOOD,07 RENTALS - WALKUP APARTMENTS             ,6,0,6,2733,5600,1930,C2,2,1420000
15535,4,3465,RIDGEWOOD,07 RENTALS - WALKUP APARTMENTS             ,6,0,6,2591,5772,1930,C2,2,1100000
16580,4,3472,RIDGEWOOD,07 RENTALS - WALKUP APARTMENTS             ,6,0,6,2742,5600,1930,C2,2,1300000
16581,4,3472,RIDGEWOOD,07 RENTALS - WALKUP APARTMENTS             ,6,0,6,2742,5600,1930,C2,2,1500000
14743,4,3477,RIDGEWOOD,07 RENTALS - WALKUP APARTMENTS             ,6,0,6,2500,5175,1930,C2,2,1325000
16586,4,3485,RIDGEWOOD,07 RENTALS - WALKUP APARTMENTS             ,6,0,6,2742,5610,1930,C2,2,1325000
16582,4,3486,RIDGEWOOD,07 RENTALS - WALKUP APARTMENTS             ,6,0,6,2742,5600,1930,C2,2,1512500
23760,4,3492,RIDGEWOOD,07 RENTALS - WALKUP APARTMENTS             ,6,0,6,4325,5880,1930,C2,2,1650000
16074,4,3499,RIDGEWOOD,07 RENTALS - WALKUP APARTMENTS             ,6,0,6,2658,4772,1930,C2,2,2613000
10674,4,3512,RIDGEWOOD,07 RENTALS - WALKUP APARTMENTS             ,5,0,5,2250,3840,1930,C2,2,1600000
16587,4,3529,RIDGEWOOD,07 RENTALS - WALKUP APARTMENTS             ,6,0,6,2742,5940,1930,C2,2,1465000
14775,3,3532,BROWNSVILLE,07 RENTALS - WALKUP APARTMENTS             ,6,0,6,2500,6300,1930,C2,2,940000
16996,4,3538,RIDGEWOOD,07 RENTALS - WALKUP APARTMENTS             ,6,0,6,2800,5712,1930,C2,2,1500000
14717,3,3557,BROWNSVILLE,07 RENTALS - WALKUP APARTMENTS             ,6,0,6,2500,4875,1930,C2,2,650000
12664,3,3581,BROWNSVILLE,07 RENTALS - WALKUP APARTMENTS             ,6,0,6,2475,5495,1930,C2,2,850000
14657,3,3792,EAST NEW YORK,07 RENTALS - WALKUP APARTMENTS             ,6,0,6,2500,4125,1930,C2,2,725000
17296,3,3842,EAST NEW YORK,07 RENTALS - WALKUP APARTMENTS             ,6,0,6,2867,4340,1930,C2,2,225000
17297,3,3842,EAST NEW YORK,07 RENTALS - WALKUP APARTMENTS             ,6,0,6,2867,4340,1930,C2,2,45000
16738,3,3842,EAST NEW YORK,07 RENTALS - WALKUP APARTMENTS             ,5,0,5,2767,4340,1930,C2,2,825000
11718,3,3843,EAST NEW YORK,07 RENTALS - WALKUP APARTMENTS             ,5,0,5,2375,3600,1930,C2,2,640000
19052,4,4036,COLLEGE POINT,07 RENTALS - WALKUP APARTMENTS             ,6,0,6,3160,5160,1930,C2,2,1300000
4348,3,4050,EAST NEW YORK,07 RENTALS - WALKUP APARTMENTS             ,6,0,6,1800,3600,1930,C2,2,500000
16149,3,4267,EAST NEW YORK,07 RENTALS - WALKUP APARTMENTS             ,6,0,6,2667,4810,1930,C2,2,975000
18604,3,4303,EAST NEW YORK,07 RENTALS - WALKUP APARTMENTS             ,6,0,6,3033,4712,1930,C2,2,880000
17636,3,4303,EAST NEW YORK,07 RENTALS - WALKUP APARTMENTS             ,6,0,6,2950,4920,1930,C2,2,1400000
18479,3,4304,EAST NEW YORK,07 RENTALS - WALKUP APARTMENTS             ,6,0,6,3000,4773,1930,C2,2,885000
18467,3,4605,FLATBUSH-NORTH,07 RENTALS - WALKUP APARTMENTS             ,6,0,6,3000,3652,1930,C2,2,1050000
15953,3,4616,FLATBUSH-NORTH,07 RENTALS - WALKUP APARTMENTS             ,6,0,6,2640,6048,1930,C2,2,1135000
18486,3,4621,FLATBUSH-NORTH,07 RENTALS - WALKUP APARTMENTS             ,6,0,6,3000,5670,1930,C2,2,625000
19030,2,4820,WILLIAMSBRIDGE,07 RENTALS - WALKUP APARTMENTS             ,6,0,6,3150,3108,1930,C2,2,785000
19280,2,4975,WILLIAMSBRIDGE,07 RENTALS - WALKUP APARTMENTS             ,5,0,5,3236,3170,1930,C2,2,700000
15891,3,5126,FLATBUSH-CENTRAL,07 RENTALS - WALKUP APARTMENTS             ,6,0,6,2626,6720,1930,C2,2,1150000
3381,3,5127,FLATBUSH-CENTRAL,07 RENTALS - WALKUP APARTMENTS             ,6,0,6,1759,3300,1930,C2,2,1900000
8423,3,5170,FLATBUSH-CENTRAL,07 RENTALS - WALKUP APARTMENTS             ,6,0,6,2000,4800,1930,C2,2,400000
17653,3,5353,OCEAN PARKWAY-NORTH,07 RENTALS - WALKUP APARTMENTS             ,6,0,6,2958,4929,1930,C2,2,1515000
15032,3,5673,BOROUGH PARK,07 RENTALS - WALKUP APARTMENTS             ,6,0,6,2521,5400,1930,C2,2,1530000
8364,3,6996,CONEY ISLAND,07 RENTALS - WALKUP APARTMENTS             ,6,0,6,2000,3876,1930,C2,2,950000
17483,3,7019,CONEY ISLAND,07 RENTALS - WALKUP APARTMENTS             ,5,0,5,2909,3160,1930,C2,2,625000
26911,3,7166,GRAVESEND,07 RENTALS - WALKUP APARTMENTS             ,6,0,6,7190,2300,1930,C2,2,1100000
5518,3,364,CARROLL GARDENS,07 RENTALS - WALKUP APARTMENTS             ,4,0,4,1932,3492,1930,C3,2,3860000
18265,4,1719,CORONA,07 RENTALS - WALKUP APARTMENTS             ,4,0,4,3000,1966,1930,C3,2,350000
25535,4,1738,CORONA,07 RENTALS - WALKUP APARTMENTS             ,4,0,4,5150,3600,1930,C3,2,850000
1380,1,1751,HARLEM-CENTRAL,07 RENTALS - WALKUP APARTMENTS             ,4,0,4,1444,4408,1930,C3,2,2675000
793,4,1943,CORONA,07 RENTALS - WALKUP APARTMENTS             ,4,0,4,1250,3050,1930,C3,2,990000
2788,3,1965,CLINTON HILL,07 RENTALS - WALKUP APARTMENTS             ,4,0,4,1675,2281,1930,C3,2,1975000
657,3,1987,BEDFORD STUYVESANT,07 RENTALS - WALKUP APARTMENTS             ,4,0,4,1200,1600,1930,C3,2,1300000
2219,3,1996,BEDFORD STUYVESANT,07 RENTALS - WALKUP APARTMENTS             ,4,0,4,1600,2400,1930,C3,2,1600000
9499,3,2089,FORT GREENE,07 RENTALS - WALKUP APARTMENTS             ,4,0,4,2100,4200,1930,C3,2,4700000
1303,3,2096,FORT GREENE,07 RENTALS - WALKUP APARTMENTS             ,4,0,4,1425,3040,1930,C3,2,2500000
10340,3,2100,FORT GREENE,07 RENTALS - WALKUP APARTMENTS             ,4,0,4,2200,4400,1930,C3,2,3825000
10297,3,2120,FORT GREENE,07 RENTALS - WALKUP APARTMENTS             ,4,0,4,2200,2618,1930,C3,2,3300000
3400,3,2569,GREENPOINT,07 RENTALS - WALKUP APARTMENTS             ,4,0,4,1760,2900,1930,C3,2,2800000
3102,3,2653,GREENPOINT,07 RENTALS - WALKUP APARTMENTS             ,4,0,4,1714,3082,1930,C3,2,1950000
14515,2,2756,MORRISANIA/LONGWOOD,07 RENTALS - WALKUP APARTMENTS             ,4,0,4,2500,3318,1930,C3,2,625000
14516,2,2756,MORRISANIA/LONGWOOD,07 RENTALS - WALKUP APARTMENTS             ,4,0,4,2500,3318,1930,C3,2,575000
14517,2,2756,MORRISANIA/LONGWOOD,07 RENTALS - WALKUP APARTMENTS             ,4,0,4,2500,3318,1930,C3,2,650000
14471,2,2756,MORRISANIA/LONGWOOD,07 RENTALS - WALKUP APARTMENTS             ,4,0,4,2500,3200,1930,C3,2,545000
14493,4,3403,RIDGEWOOD,07 RENTALS - WALKUP APARTMENTS             ,4,0,4,2500,3280,1930,C3,2,1350000
14347,4,3404,RIDGEWOOD,07 RENTALS - WALKUP APARTMENTS             ,4,0,4,2500,2800,1930,C3,2,1150000
14392,4,3405,RIDGEWOOD,07 RENTALS - WALKUP APARTMENTS             ,4,0,4,2500,3000,1930,C3,2,1450000
14388,4,3422,RIDGEWOOD,07 RENTALS - WALKUP APARTMENTS             ,4,0,4,2500,3000,1930,C3,2,488892
14615,4,3427,RIDGEWOOD,07 RENTALS - WALKUP APARTMENTS             ,4,0,4,2500,3900,1930,C3,2,1320000
14385,4,3467,RIDGEWOOD,07 RENTALS - WALKUP APARTMENTS             ,4,0,4,2500,3000,1930,C3,2,1100000
14391,4,3467,RIDGEWOOD,07 RENTALS - WALKUP APARTMENTS             ,4,0,4,2500,3000,1930,C3,2,1350000
14483,4,3469,RIDGEWOOD,07 RENTALS - WALKUP APARTMENTS             ,4,0,4,2500,3250,1930,C3,2,750000
14548,4,3477,RIDGEWOOD,07 RENTALS - WALKUP APARTMENTS             ,4,0,4,2500,3450,1930,C3,2,990000
14426,3,3509,BROWNSVILLE,07 RENTALS - WALKUP APARTMENTS             ,4,0,4,2500,3116,1930,C3,2,968000
14427,3,3509,BROWNSVILLE,07 RENTALS - WALKUP APARTMENTS             ,4,0,4,2500,3116,1930,C3,2,390000
15277,3,3585,BROWNSVILLE,07 RENTALS - WALKUP APARTMENTS             ,4,0,4,2550,3198,1930,C3,2,400000
14451,3,3594,BROWNSVILLE,07 RENTALS - WALKUP APARTMENTS             ,4,0,4,2500,3198,1930,C3,2,625000
14619,3,3595,BROWNSVILLE,07 RENTALS - WALKUP APARTMENTS             ,4,0,4,2500,3900,1930,C3,2,675000
11477,3,3596,BROWNSVILLE,07 RENTALS - WALKUP APARTMENTS             ,4,0,4,2360,3525,1930,C3,2,585000
14620,3,3598,BROWNSVILLE,07 RENTALS - WALKUP APARTMENTS             ,4,0,4,2500,3900,1930,C3,2,406000
14450,3,3601,BROWNSVILLE,07 RENTALS - WALKUP APARTMENTS             ,4,0,4,2500,3198,1930,C3,2,764000
14559,3,3610,BROWNSVILLE,07 RENTALS - WALKUP APARTMENTS             ,4,0,4,2500,3520,1930,C3,2,615000
14561,3,3610,BROWNSVILLE,07 RENTALS - WALKUP APARTMENTS             ,4,0,4,2500,3520,1930,C3,2,670000
14602,3,3610,BROWNSVILLE,07 RENTALS - WALKUP APARTMENTS             ,4,0,4,2500,3800,1930,C3,2,325000
8198,3,3610,BROWNSVILLE,07 RENTALS - WALKUP APARTMENTS             ,4,0,4,2000,3200,1930,C3,2,710000
8199,3,3610,BROWNSVILLE,07 RENTALS - WALKUP APARTMENTS             ,4,0,4,2000,3200,1930,C3,2,875000
14390,3,3612,BROWNSVILLE,07 RENTALS - WALKUP APARTMENTS             ,4,0,4,2500,3000,1930,C3,2,650000
12491,3,3613,BROWNSVILLE,07 RENTALS - WALKUP APARTMENTS             ,4,0,4,2450,2920,1930,C3,2,540000
19220,3,3622,BROWNSVILLE,07 RENTALS - WALKUP APARTMENTS             ,4,0,4,3200,4250,1930,C3,2,795000
14494,3,3639,BROWNSVILLE,07 RENTALS - WALKUP APARTMENTS             ,4,0,4,2500,3280,1930,C3,2,675000
16044,3,3641,CANARSIE,07 RENTALS - WALKUP APARTMENTS             ,4,0,4,2650,3520,1930,C3,2,860000
16042,3,3642,CANARSIE,07 RENTALS - WALKUP APARTMENTS             ,4,0,4,2650,3520,1930,C3,2,550000
10735,4,3770,MIDDLE VILLAGE,07 RENTALS - WALKUP APARTMENTS             ,4,0,4,2260,2800,1930,C3,2,1142500
14386,4,3811,GLENDALE,07 RENTALS - WALKUP APARTMENTS             ,4,0,4,2500,3000,1930,C3,2,965000
12368,3,3821,EAST NEW YORK,07 RENTALS - WALKUP APARTMENTS             ,4,0,4,2438,3198,1930,C3,2,100000
12663,3,3826,EAST NEW YORK,07 RENTALS - WALKUP APARTMENTS             ,4,0,4,2475,3198,1930,C3,2,725000
14496,3,3827,EAST NEW YORK,07 RENTALS - WALKUP APARTMENTS             ,4,0,4,2500,3280,1930,C3,2,750000
9680,3,3842,EAST NEW YORK,07 RENTALS - WALKUP APARTMENTS             ,4,0,4,2135,3960,1930,C3,2,900000
15267,3,3875,EAST NEW YORK,07 RENTALS - WALKUP APARTMENTS             ,4,0,4,2550,2542,1930,C3,2,938000
14456,3,4046,EAST NEW YORK,07 RENTALS - WALKUP APARTMENTS             ,4,0,4,2500,3198,1930,C3,2,600000
11702,3,4073,EAST NEW YORK,07 RENTALS - WALKUP APARTMENTS             ,4,0,4,2375,3120,1930,C3,2,667000
14284,3,4247,EAST NEW YORK,07 RENTALS - WALKUP APARTMENTS             ,4,0,4,2500,2600,1930,C3,2,530000
12143,3,4266,EAST NEW YORK,07 RENTALS - WALKUP APARTMENTS             ,4,0,4,2400,3360,1930,C3,2,620000
16144,3,4277,EAST NEW YORK,07 RENTALS - WALKUP APARTMENTS             ,4,0,4,2667,3198,1930,C3,2,760000
12493,3,4306,EAST NEW YORK,07 RENTALS - WALKUP APARTMENTS             ,4,0,4,2450,3080,1930,C3,2,695000
14983,3,4325,EAST NEW YORK,07 RENTALS - WALKUP APARTMENTS             ,4,0,4,2518,3189,1930,C3,2,720000
16981,3,4325,EAST NEW YORK,07 RENTALS - WALKUP APARTMENTS             ,4,0,4,2800,3360,1930,C3,2,320000
17548,2,4331,PELHAM PARKWAY SOUTH,07 RENTALS - WALKUP APARTMENTS             ,4,0,4,2925,3041,1930,C3,2,750000
16146,3,4455,EAST NEW YORK,07 RENTALS - WALKUP APARTMENTS             ,4,0,4,2667,3224,1930,C3,2,635000
15117,2,4598,BRONXDALE,07 RENTALS - WALKUP APARTMENTS             ,4,0,4,2525,5400,1930,C3,2,700000
19337,3,4598,FLATBUSH-NORTH,07 RENTALS - WALKUP APARTMENTS             ,4,0,4,3250,3502,1930,C3,2,750000
16393,3,4605,FLATBUSH-NORTH,07 RENTALS - WALKUP APARTMENTS             ,4,0,4,2700,3608,1930,C3,2,575000
17633,3,4605,FLATBUSH-NORTH,07 RENTALS - WALKUP APARTMENTS             ,4,0,4,2950,3696,1930,C3,2,870000
16041,3,4611,FLATBUSH-NORTH,07 RENTALS - WALKUP APARTMENTS             ,4,0,4,2650,3520,1930,C3,2,790000
16043,3,4611,FLATBUSH-NORTH,07 RENTALS - WALKUP APARTMENTS             ,4,0,4,2650,3520,1930,C3,2,484275
14538,3,4612,FLATBUSH-NORTH,07 RENTALS - WALKUP APARTMENTS             ,4,0,4,2500,3400,1930,C3,2,740000
14452,3,4613,FLATBUSH-NORTH,07 RENTALS - WALKUP APARTMENTS             ,4,0,4,2500,3198,1930,C3,2,860000
14458,3,4615,FLATBUSH-NORTH,07 RENTALS - WALKUP APARTMENTS             ,4,0,4,2500,3198,1930,C3,2,380000
16392,3,4629,FLATBUSH-NORTH,07 RENTALS - WALKUP APARTMENTS             ,4,0,4,2700,3600,1930,C3,2,660000
17135,3,4629,FLATBUSH-NORTH,07 RENTALS - WALKUP APARTMENTS             ,4,0,4,2842,3413,1930,C3,2,400000
14191,3,4647,FLATBUSH-NORTH,07 RENTALS - WALKUP APARTMENTS             ,4,0,4,2500,2400,1930,C3,2,670000
16657,3,4652,FLATBUSH-NORTH,07 RENTALS - WALKUP APARTMENTS             ,4,0,4,2750,3198,1930,C3,2,735000
16658,3,4652,FLATBUSH-NORTH,07 RENTALS - WALKUP APARTMENTS             ,4,0,4,2750,3198,1930,C3,2,650000
14457,3,4670,FLATBUSH-NORTH,07 RENTALS - WALKUP APARTMENTS             ,4,0,4,2500,3198,1930,C3,2,420000
14616,3,4672,FLATBUSH-NORTH,07 RENTALS - WALKUP APARTMENTS             ,4,0,4,2500,3900,1930,C3,2,760000
18464,3,4691,FLATBUSH-NORTH,07 RENTALS - WALKUP APARTMENTS             ,4,0,4,3000,3608,1930,C3,2,772000
19649,2,4845,WILLIAMSBRIDGE,07 RENTALS - WALKUP APARTMENTS             ,4,0,4,3360,2478,1930,C3,2,250000
25544,2,4856,WILLIAMSBRIDGE,07 RENTALS - WALKUP APARTMENTS             ,4,0,4,5160,2202,1930,C3,2,616000
19912,2,4993,WAKEFIELD,07 RENTALS - WALKUP APARTMENTS             ,4,0,4,3465,2420,1930,C3,2,475000
8019,3,5192,FLATBUSH-CENTRAL,07 RENTALS - WALKUP APARTMENTS             ,4,0,4,2000,2870,1930,C3,2,325000
20836,3,5366,BOROUGH PARK,07 RENTALS - WALKUP APARTMENTS             ,4,0,4,3807,3844,1930,C3,2,1800000
7993,3,5377,OCEAN PARKWAY-NORTH,07 RENTALS - WALKUP APARTMENTS             ,4,0,4,2000,2800,1930,C3,2,400000
8570,3,5586,BOROUGH PARK,07 RENTALS - WALKUP APARTMENTS             ,4,0,4,2003,2600,1930,C3,2,1300000
8581,3,5600,BOROUGH PARK,07 RENTALS - WALKUP APARTMENTS             ,4,0,4,2003,2813,1930,C3,2,180000
15373,3,5605,BOROUGH PARK,07 RENTALS - WALKUP APARTMENTS             ,4,0,4,2563,3600,1930,C3,2,2079000
15374,3,5605,BOROUGH PARK,07 RENTALS - WALKUP APARTMENTS             ,4,0,4,2563,3600,1930,C3,2,1620000
22569,3,7000,SEAGATE,07 RENTALS - WALKUP APARTMENTS             ,4,0,4,4000,2160,1930,C3,2,670000
17137,3,7262,BRIGHTON BEACH,07 RENTALS - WALKUP APARTMENTS             ,4,0,4,2842,3800,1930,C3,2,800000
15548,3,7263,BRIGHTON BEACH,07 RENTALS - WALKUP APARTMENTS             ,4,0,4,2597,2500,1930,C3,2,250023
7995,3,7394,SHEEPSHEAD BAY,07 RENTALS - WALKUP APARTMENTS             ,4,0,4,2000,2800,1930,C3,2,840000
13892,4,9060,OZONE PARK,07 RENTALS - WALKUP APARTMENTS             ,4,0,4,2500,1977,1930,C3,2,500000
7464,4,9337,RICHMOND HILL,07 RENTALS - WALKUP APARTMENTS             ,4,0,4,2000,2000,1930,C3,2,617000
20022,4,15913,ARVERNE,07 RENTALS - WALKUP APARTMENTS             ,4,0,4,3500,2000,1930,C3,2,120000
25286,4,16137,HAMMELS,07 RENTALS - WALKUP APARTMENTS             ,4,0,4,5000,3720,1930,C3,2,795000
10688,1,624,GREENWICH VILLAGE-WEST,07 RENTALS - WALKUP APARTMENTS             ,11,0,11,2250,9550,1930,C4,2,12750000
15077,1,1633,HARLEM-EAST,07 RENTALS - WALKUP APARTMENTS             ,10,0,10,2523,9600,1930,C4,2,2150000
8814,1,1633,HARLEM-EAST,07 RENTALS - WALKUP APARTMENTS             ,20,0,20,2023,8115,1930,C4,2,5325000
20881,1,1837,MANHATTAN VALLEY,07 RENTALS - WALKUP APARTMENTS             ,20,0,20,3835,12805,1930,C4,2,10350000
10345,3,1965,CLINTON HILL,07 RENTALS - WALKUP APARTMENTS             ,5,0,5,2200,7040,1930,C4,2,3200000
14461,3,3837,EAST NEW YORK,07 RENTALS - WALKUP APARTMENTS             ,4,2,6,2500,3198,1930,C4,2,600000
14460,3,3838,EAST NEW YORK,07 RENTALS - WALKUP APARTMENTS             ,4,2,6,2500,3198,1930,C4,2,540000
15279,3,3875,EAST NEW YORK,07 RENTALS - WALKUP APARTMENTS             ,4,0,4,2550,3280,1930,C4,2,570000
704,3,934,PARK SLOPE,07 RENTALS - WALKUP APARTMENTS             ,4,0,4,1213,2400,1930,C5,2,2215000
7573,3,2018,CLINTON HILL,07 RENTALS - WALKUP APARTMENTS             ,8,0,8,2000,2100,1930,C5,2,1350000
9507,3,2089,FORT GREENE,07 RENTALS - WALKUP APARTMENTS             ,7,0,7,2100,5478,1930,C5,2,5000000
9820,3,2112,FORT GREENE,07 RENTALS - WALKUP APARTMENTS             ,8,0,8,2150,3440,1930,C5,2,2550000
28155,4,16180,ROCKAWAY PARK,07 RENTALS - WALKUP APARTMENTS             ,9,4,13,19361,3900,1930,C5,2,266666
11747,4,16180,ROCKAWAY PARK,07 RENTALS - WALKUP APARTMENTS             ,5,1,6,2377,4500,1930,C5,2,1066666
8853,1,914,MURRAY HILL,07 RENTALS - WALKUP APARTMENTS             ,12,1,13,2027,8510,1930,C7,2,7200000
4684,1,1350,MIDTOWN EAST,07 RENTALS - WALKUP APARTMENTS             ,16,2,18,1856,7370,1930,C7,2,2950000
20671,1,1630,HARLEM-EAST,07 RENTALS - WALKUP APARTMENTS             ,30,2,32,3784,14986,1930,C7,2,7750000
11238,3,3514,BROWNSVILLE,07 RENTALS - WALKUP APARTMENTS             ,8,1,9,2323,7500,1930,C7,2,1600000
25345,3,3835,EAST NEW YORK,07 RENTALS - WALKUP APARTMENTS             ,21,4,25,5000,18000,1930,C7,2,8000000
24266,2,3899,PARKCHESTER,07 RENTALS - WALKUP APARTMENTS             ,20,5,25,4600,19625,1930,C7,2,4500000
23035,3,4780,FLATBUSH-EAST,07 RENTALS - WALKUP APARTMENTS             ,14,2,16,4000,14400,1930,C7,2,3250000
27174,3,5345,BOROUGH PARK,07 RENTALS - WALKUP APARTMENTS             ,29,4,33,7650,25400,1930,C7,2,6739666
24953,4,16181,ROCKAWAY PARK,07 RENTALS - WALKUP APARTMENTS             ,9,0,9,5000,1488,1930,C9,2,95000
24954,4,16181,ROCKAWAY PARK,07 RENTALS - WALKUP APARTMENTS             ,9,0,9,5000,1488,1930,C9,2,162000
24955,4,16181,ROCKAWAY PARK,07 RENTALS - WALKUP APARTMENTS             ,9,0,9,5000,1488,1930,C9,2,150950
27271,4,16181,ROCKAWAY PARK,07 RENTALS - WALKUP APARTMENTS             ,10,0,10,8000,3750,1930,C9,2,100000
28090,1,2137,WASHINGTON HEIGHTS LOWER,08 RENTALS - ELEVATOR APARTMENTS           ,65,0,65,16650,72090,1930,D1,2,16310588
27063,1,2242,INWOOD,08 RENTALS - ELEVATOR APARTMENTS           ,48,0,48,7500,30896,1930,D1,2,12900000
26873,3,4917,FLATBUSH-EAST,08 RENTALS - ELEVATOR APARTMENTS           ,35,0,35,7049,29934,1930,D1,2,6065280
27552,3,5080,FLATBUSH-CENTRAL,08 RENTALS - ELEVATOR APARTMENTS           ,36,0,36,9812,43715,1930,D1,2,9000000
28047,3,1997,BEDFORD STUYVESANT,08 RENTALS - ELEVATOR APARTMENTS           ,13,1,14,15266,35714,1930,D2,2,14200000
28092,1,1118,UPPER WEST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS             ,109,2,111,16677,231733,1930,D4,2,72805
27510,4,1443,JACKSON HEIGHTS,10 COOPS - ELEVATOR APARTMENTS             ,48,0,48,9500,39162,1930,D4,2,289000
